dbn,school_name,boro,location,phone_number,fax_number,school_email,website,subway,bus,total_students,start_time,end_time,primary_address_line_1,city,Postcode,state_code,Borough,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
18K617,High School for Innovation in Advertising and Media,K,"1600 Rockaway Parkway, Brooklyn NY 11236(40.640543, -73.898601)",718-290-8760,718-290-8766,info@iam-hs.org,iam-hs.org,L to Canarsie-Rockaway Parkway,"B103, B17, B42, B6, B60, B82, BM2",282,8am,2:20pm,1600 Rockaway Parkway,Brooklyn,11236,NY,BROOKLYN ,40.640543,-73.898601,18,46,990,3230949,3082220001,Canarsie                                                                   
13K605,George Westinghouse Career and Technical Education High School,K,"105 Tech Place, Brooklyn NY 11201(40.695444, -73.986105)",718-625-6130,718-596-9434,jkieran1@schools.nyc.gov,westinghousehs.org,"2, 3, 4, 5 to Court St-Borough Hall; A, C, F, R to Jay St-MetroTech; B, Q to DeKalb Ave; G to Hoyt & Schermerhorn","B103, B25, B26, B38, B41, B45, B52, B54, B57, B61, B62, B63, B65, B67, B69",690,8:30am,2:50pm,105 Tech Place,Brooklyn,11201,NY,BROOKLYN ,40.695444,-73.986105,2,33,13,3348041,3001310001,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           
02M546,Academy for Software Engineering (AFSE),M,"40 Irving Place, Manhattan NY 10003(40.735361, -73.987064)",212-253-3299,212-253-3289,info@afsenyc.org,afsenyc.org,"1, 2, 3, F, M to 14th St - 6th Ave; 4, 5, 6, L, N, Q, R to 14th St-Union Square; L to 3rd Ave","BM1, BM2, BM3, BM4, BxM10, BxM6, BxM7, BxM8, BxM9, M1, M101, M102, M103, M14A, M14D, M15, M15-SBS, M2, M23, M3, M34A-SBS, M5, M7, M8, M9, QM21, X1, X10, X10B, X12, X14, X17, X2, X27, X28, X37, X38, X42, X5, X63, X64, X68, X7, X9",458,9am,3:20pm,40 Irving Place,Manhattan,10003,NY,MANHATTAN,40.735361,-73.987064,6,2,50,1017828,1008720057,Gramercy                                                                   
14K071,Juan Morel Campos Secondary School,K,"215 Heyward Street, Brooklyn NY 11206(40.703996, -73.953304)",718-302-7900,718-302-7979,14K071@schools.nyc.gov,juanmorelcampos.com,"G to Broadway; J, M to Hewes St; Z to Marcy Ave","B24, B32, B39, B43, B44, B44-SBS, B46, B48, B57, B60, B62, Q54, Q59",596,8:20am,3:55pm,215 Heyward Street,Brooklyn,11206,NY,BROOKLYN ,40.703996,-73.953304,1,33,529,3061064,3022270001,Williamsburg                                                               
31R600,Ralph R. McKee Career and Technical Education High School,R,"290 St. Marks Place, Staten Island NY 10301(40.64282, -74.079263)",718-420-2600,718-981-8776,SHenry2@schools.nyc.gov,www.mckeecths.org,SIR to St. George,"S40, S42, S44, S46, S48, S51, S52, S61, S62, S66, S74, S76, S78, S81, S84, S86, S90, S91, S92, S94, S96, S98",762,7:45am,2:35pm,290 St. Marks Place,Staten Island,10301,NY,STATEN IS,40.64282,-74.079263,1,49,9,5000314,5000190004,West New Brighton-New Brighton-St. George                                  
24Q520,Middle College High School at LaGuardia Community College,Q,"45-35 Van Dam Street, Long Island City NY 11101(40.743253, -73.933316)",718-392-3330,718-392-3315,jgonzalez10@schools.nyc.gov,mchslic.com,"7 to 33rd St; E, M, R to Queens Plaza","B24, B62, Q100, Q101, Q102, Q32, Q39, Q60, Q67, Q69",507,8am,2:20pm,45-35 Van Dam Street,Long Island City,11101,NY,QUEENS   ,40.743253,-73.933316,2,26,179,4003442,4002490001,Hunters Point-Sunnyside-West Maspeth                                       
02M280,Manhattan Early College School for Advertising,M,"411 Pearl Street, Manhattan NY 10038(40.711441, -74.000851)",212-225-0880,212-225-0882,Info@meca-nyc.org,meca-nyc.org,"1 to Chambers St; 2, 3, A, C to Fulton St-Broadway-Nassau; 4, 5, 6, J, Z to Brooklyn Bridge-City Hall; E to Park Place; N, Q to Canal St; R to City Hall","BM1, BM2, BM3, BM4, BxM18, M103, M15, M15-SBS, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X4, X42, X5, X8",279,8:25am,2:45pm,411 Pearl Street,Manhattan,10038,NY,MANHATTAN,40.711441,-74.000851,1,1,29,1001388,1001130100,Chinatown                                                                  
27Q650,"High School for Construction Trades, Engineering and Architecture",Q,"94-06 104th Street, Ozone Park NY 11416(40.689177, -73.841475)",718-846-6280,718-846-6283,Dcorrag@schools.nyc.gov,hsforctea.org,"J, Z to 104th St-102nd St","Q11, Q21, Q24, Q37, Q52, Q53, Q56, Q8, QM15",1015,8am,2:20pm,94-06 104th Street,Ozone Park,11416,NY,QUEENS   ,40.689177,-73.841475,9,28,114,4438609,4093810044,Richmond Hill                                                              
05M362,Columbia Secondary School,M,"425 West 123rd Street, Manhattan NY 10027(40.810793, -73.955722)",212-666-1278,212-666-3805,roxanabosch@columbiasecondary.org,columbiasecondary.org,"1, A, B, C, D to 125th St","Bx15, M10, M100, M101, M104, M11, M116, M2, M3, M4, M5, M60-SBS, M7",687,8am,2:30pm,425 West 123rd Street,Manhattan,10027,NY,MANHATTAN,40.810793,-73.955722,9,7,20901,1059526,1019640012,Morningside Heights                                                        
03M541,Manhattan / Hunter Science High School,M,"122 Amsterdam Avenue, Manhattan NY 10023(40.774891, -73.985608)",212-501-1235,212-501-1171,hbranche@schools.nyc.gov,mhshs.org,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, B, C, D to 59th St-Columbus Circle","BxM2, M10, M104, M11, M12, M20, M31, M5, M57, M66, M7, M72, X12, X14, X30, X42",451,8am,2:30pm,122 Amsterdam Avenue,Manhattan,10023,NY,MANHATTAN,40.774891,-73.985608,7,6,151,1030343,1011570025,Lincoln Square                                                             
08X405,Herbert H. Lehman High School,X,"3000 East Tremont Avenue, Bronx NY 10461(40.839775, -73.839583)",718-904-4200,718-904-4235,Admissions@LehmanHS.com,LehmanHS.com,6 to Westchester Sq-East Tremont Ave,"Bx21, Bx24, Bx31, Bx4, Bx40, Bx42, Bx4A, Bx8",829,8:15am,3:23pm,3000 East Tremont Avenue,Bronx,10461,NY,BRONX    ,40.839775,-73.839583,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
04M409,Coalition School for Social Change,M,"2351 First Avenue, Manhattan NY 10035(40.799265, -73.93374)",212-831-5153,212-831-5951,admissions@coalitionschool.org,schools.nyc.gov/SchoolPortals/04/M409,"4, 5, 6 to 125th St; 6 to 116th St","Bx15, BxM10, BxM6, BxM7, BxM8, BxM9, M100, M101, M102, M103, M116, M15, M15-SBS, M35, M60-SBS, M98",161,8am,3:40pm,2351 First Avenue,Manhattan,10035,NY,MANHATTAN,40.79926,-73.93374,11,8,194,1054786,1017970100,East Harlem North                                                          
02M520,Murry Bergtraum High School for Business Careers,M,"411 Pearl Street, Manhattan NY 10038(40.711441, -74.000851)",212-964-9610,212-732-6622,02M520@schools.nyc.gov,schools.nyc.gov/SchoolPortals/02/M520,"1 to Chambers St; 2, 3, A, C to Fulton St-Broadway-Nassau; 4, 5, 6, J, Z to Brooklyn Bridge-City Hall; E to Park Place; N, Q to Canal St; R to City Hall","BM1, BM2, BM3, BM4, BxM18, M103, M15, M15-SBS, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X4, X42, X5, X8",407,8:10am,2:30pm,411 Pearl Street,Manhattan,10038,NY,MANHATTAN,40.711441,-74.000851,1,1,29,1001388,1001130100,Chinatown                                                                  
06M348,Washington Heights Expeditionary Learning School (WHEELS),M,"511 West 182nd Street, Manhattan NY 10033(40.849311, -73.930991)",212-781-0524,212-781-0742,a.glynn@wheelsnyc.org,schools.nyc.gov/SchoolPortals/06/M348,"1, A to 181st St","Bx11, Bx13, Bx18, Bx3, Bx35, Bx36, Bx7, M100, M101, M3, M4, M5, M98",806,8am,3pm,511 West 182nd Street,Manhattan,10033,NY,MANHATTAN,40.849311,-73.930991,12,10,269,1063703,1021550035,Washington Heights North                                                   
27Q309,Academy of Medical Technology: A College Board School,Q,"8-21 Bay 25th Street, Far Rockaway NY 11691(40.601537, -73.763995)",718-471-3571,718-471-0314,KPerez11@schools.nyc.gov,schools.nyc.gov/SchoolPortals/27/Q309,A to Beach 25th St-Wavecrest,"Q114, Q22, QM17",629,7:30am,1:50pm,8-21 Bay 25th Street,Far Rockaway,11691,NY,QUEENS   ,40.601537,-73.763995,14,31,100802,4300730,4157360001,Far Rockaway-Bayswater                                                     
06M462,The College Academy,M,"549 Audubon Avenue, Manhattan NY 10040(40.856532, -73.92606)",212-927-1841,212-927-2388,vhurtado@schools.nyc.gov,thecollegeacademy.com,1 to 191st St; A to 190th St,"Bx18, Bx40, Bx42, Bx7, M100, M101, M3, M4, M98",459,8am,3:45pm,549 Audubon Avenue,Manhattan,10040,NY,MANHATTAN,40.85653,-73.92606,12,10,277,1076751,1021600018,Washington Heights North                                                   
09X250,Eximius College Preparatory Academy: A College Board School,X,"1363 Fulton Avenue, Bronx NY 10456(40.833884, -73.902794)",718-992-7154,718-590-1081,JDaly7@schools.nyc.gov,schools.nyc.gov/SchoolPortals/09/X250,N/A,"Bx11, Bx15, Bx17, Bx21, Bx35, Bx41, Bx41-SBS",433,8am,3:22pm,1363 Fulton Avenue,Bronx,10456,NY,BRONX    ,40.833884,-73.902794,3,16,14701,2009617,2029250056,Claremont-Bathgate                                                         
25Q460,Flushing High School,Q,"35-01 Union Street, Flushing NY 11354(40.764892, -73.826811)",718-888-7500,718-886-4255,MVacarr@schools.nyc.gov,flushinghighschool.org,7 to Flushing-Main St,"Q12, Q13, Q15, Q15A, Q16, Q17, Q19, Q20A, Q20B, Q25, Q26, Q27, Q28, Q34, Q44-SBS, Q48, Q50, Q65, Q66, QM2, QM20, QM3",1759,8am,3:29pm,35-01 Union Street,Flushing,11354,NY,QUEENS   ,40.764892,-73.826811,7,20,1161,4113172,4050020001,Flushing                                                                   
10X243,West Bronx Academy for the Future,X,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",718-563-7139,718-563-7362,info@bronxacademy.org,schools.nyc.gov/SchoolPortals/10/X243,"B, D to Fordham Rd","Bx1, Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx38, Bx41, Bx41-SBS, Bx9, BxM4",605,8:30am,3:15pm,500 East Fordham Road,Bronx,10458,NY,BRONX    ,40.859466,-73.888625,6,15,387,2011810,2030590001,Belmont                                                                    
17K590,Medgar Evers College Preparatory School,K,"1186 Carroll Street, Brooklyn NY 11225(40.66679, -73.951823)",718-703-5400,718-703-5600,MWiltsh@schools.nyc.gov,mecps.org,"2, 5 to President St; 3 to Nostrand Ave; 4, S to Franklin Ave","B43, B44, B44-SBS, B45, B48, B49",1252,7:15am,3:38pm,1186 Carroll Street,Brooklyn,11225,NY,BROOKLYN ,40.66679,-73.951823,9,35,321,3348092,3012890025,Crown Heights South                                                        
19K422,Spring Creek Community School,K,"1065 Elton Street, Brooklyn NY 11208(40.657266, -73.874064)",718-688-7200,718-688-7206,CKoza@schools.nyc.gov,schools.nyc.gov/SchoolPortals/19/K422,N/A,"B100, B13, B20, B3, B41, B47, B6, B83, B84, BM1, BM5, Q8",397,9am,3:38pm,1065 Elton Street,Brooklyn,11208,NY,BROOKLYN ,40.657266,-73.874064,5,42,1070,3413878,3044490001,East New York                                                              
30Q286,"Young Women's Leadership School, Astoria (TYWLS)",Q,"23-15 Newtown Avenue, Astoria NY 11102(40.770769, -73.92383)",718-267-2839,718-728-0218,30Q286@schools.nyc.gov,tywls-astoria.org,"N, Q to 30 Ave-Grand Ave","Q100, Q103, Q18, Q69",558,8:00am,2:30pm,23-15 Newtown Avenue,Astoria,11102,NY,QUEENS   ,40.77076,-73.92383,1,22,69,4440035,4005420008,Old Astoria                                                                
14K449,"Brooklyn Latin School, The",K,"223 Graham Avenue, Brooklyn NY 11206(40.709765, -73.944463)",718-366-0154,718-381-3012,parents@brooklynlatin.org,brooklynlatin.org,"G to Metropolitan Ave-Lorimer St; J, M to Lorimer St; L to Grand St","B24, B43, B46, B48, B60, Q54, Q59, S54, S57, S61, X10, X10B, X11",724,8am,2:30pm,223 Graham Avenue,Brooklyn,11206,NY,BROOKLYN ,40.709765,-73.944463,1,34,505,3070825,3030250001,East Williamsburg                                                          
23K514,Frederick Douglass Academy VII High School,K,"226 Bristol Street, Brooklyn NY 11212(40.665568, -73.912102)",718-485-3789,718-922-2761,msarmstrong@fda7.org,schools.nyc.gov/SchoolPortals/23/K514,3 to Rockaway Ave,"B12, B14, B15, B60, B7",206,9:22am,3:38pm,226 Bristol Street,Brooklyn,11212,NY,BROOKLYN ,40.665568,-73.912102,16,41,924,3081419,3035410001,Brownsville                                                                
02M437,Hudson High School of Learning Technologies,M,"351 West 18th Street, Manhattan NY 10011(40.743407, -74.00254)",212-488-3330,212-488-3335,info@hudsonhs.com,hudsonhs.com,"1 to 18th St; 2, 3, F, M to 14th St; A, C, E, L to 14th St-8th Ave","M11, M12, M14A, M14D, M20, M23, M5, M7, X27, X28",483,8:45am,3:30pm,351 West 18th Street,Manhattan,10011,NY,MANHATTAN,40.7434,-74.00254,4,3,89,1013096,1007420007,Hudson Yards-Chelsea-Flatiron-Union Square                                 
07X600,Alfred E. Smith Career and Technical Education High School,X,"333 East 151st Street, Bronx NY 10451(40.818645, -73.919949)",718-993-5000,718-292-1944,Eschwar2@schools.nyc.gov,aesmithhs.org,"2, 5 to 3rd Ave-149th St; 4 to 149th St-Grand Concourse","Bx1, Bx13, Bx15, Bx17, Bx19, Bx2, Bx21, Bx32, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6, BxM4",444,8am,3:30pm,333 East 151st Street,Bronx,10451,NY,BRONX    ,40.818645,-73.919949,1,17,67,2001874,2024110022,Melrose South-Mott Haven North                                             
13K412,Brooklyn Community Arts & Media High School (BCAM),K,"300 Willoughby Avenue, Brooklyn NY 11205(40.692015, -73.95818)",718-230-5748,718-230-3050,bcaminfo@bcamhs.org,bcamhs.org,G to Bedford-Nostrand; G to Classon Ave,"B38, B44, B44-SBS, B48, B52, B54, B57, B62",410,8:35am,3:26pm,300 Willoughby Avenue,Brooklyn,11205,NY,BROOKLYN ,40.69201,-73.95818,3,33,235,3055165,3019260010,Clinton Hill                                                               
32K545,EBC High School for Public Service-Bushwick,K,"1155 Dekalb Avenue, Brooklyn NY 11221(40.694723, -73.929315)",718-452-3440,718-452-3603,32k545@schools.nyc.gov,schools.nyc.gov/SchoolPortals/32/K545,J to Kosciusko St; M to Central Ave; Z to Myrtle Ave,"B15, B38, B46, B46-SBS, B47, B52, B54, B60, Q24",511,8:06am,2:40pm,1155 Dekalb Avenue,Brooklyn,11221,NY,BROOKLYN ,40.694723,-73.929315,4,34,393,3073462,3032300027,Bushwick South                                                             
08X558,Westchester Square Academy,X,"3000 East Tremont Avenue, Bronx NY 10461(40.839775, -73.839583)",718-904-5050,718-904-5055,info@westchestersquare.org,schools.nyc.gov/SchoolPortals/08/X558,6 to Westchester Sq-East Tremont Ave,"Bx21, Bx24, Bx31, Bx4, Bx40, Bx42, Bx4A, Bx8",589,8:15am,2:35pm,3000 East Tremont Avenue,Bronx,10461,NY,BRONX    ,40.839775,-73.839583,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
29Q283,Preparatory Academy for Writers: A College Board School,Q,"143-10 Springfield Boulevard, Springfield Gardens NY 11413(40.66903, -73.757744)",718-949-8405,718-525-8495,MSingh8@schools.nyc.gov,preparatoryacademyforwriters.com,N/A,"Q3, Q77, Q85",609,8am,3:10pm,143-10 Springfield Boulevard,Springfield Gardens,11413,NY,QUEENS   ,40.66903,-73.757744,12,31,330,4280845,4130570056,Springfield Gardens North                                                  
04M372,Esperanza Preparatory Academy,M,"240 East 109th Street, Manhattan NY 10029(40.792556, -73.942285)",212-722-6507,212-722-6717,wmerced2@schools.nyc.gov,schools.nyc.gov/SchoolPortals/04/M372,6 to 110th St,"M1, M101, M102, M103, M106, M116, M15, M15-SBS, M2, M3, M4, M96, M98",586,8am,3pm,240 East 109th Street,Manhattan,10029,NY,MANHATTAN,40.792556,-73.942285,11,8,170,1052433,1016560100,East Harlem South                                                          
10X434,Belmont Preparatory High School,X,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",718-733-4559,718-295-3655,info@belmontprephs.org,belmontprephs.org,"B, D to Fordham Rd","Bx1, Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx38, Bx41, Bx41-SBS, Bx9, BxM4",412,8:15am,3:45pm,500 East Fordham Road,Bronx,10458,NY,BRONX    ,40.859466,-73.888625,6,15,387,2011810,2030590001,Belmont                                                                    
09X260,Bronx Center for Science and Mathematics,X,"1363 Fulton Avenue, Bronx NY 10456(40.833884, -73.902794)",718-992-7089,718-590-1052,etom2@schools.nyc.gov,schools.nyc.gov/SchoolPortals/09/X260,N/A,"Bx11, Bx15, Bx17, Bx21, Bx35, Bx41, Bx41-SBS",458,7:27am,3:25pm,1363 Fulton Avenue,Bronx,10456,NY,BRONX    ,40.833884,-73.902794,3,16,14701,2009617,2029250056,Claremont-Bathgate                                                         
17K745,Brooklyn Institute for Liberal Arts (BILA),K,"600 Kingston Avenue, Brooklyn NY 11203(40.658671, -73.943839)",718-221-1097,718-221-1794,ahenrystephens@schools.nyc.gov,bilanyc.net,"2, 5 to Winthrop St","B12, B17, B43, B44, B44-SBS",359,8am,3pm,600 Kingston Avenue,Brooklyn,11203,NY,BROOKLYN ,40.658671,-73.943839,9,40,810,3107227,3048110001,Prospect Lefferts Gardens-Wingate                                          
28Q167,Metropolitan Expeditionary Learning School,Q,"91-30 Metropolitan Avenue, Forest Hills NY 11375(40.708431, -73.855543)",718-286-3500,718-286-3501,metropolitanels@gmail.com,metropolitanels.com,N/A,"BM5, Q11, Q21, Q23, Q52, Q53, Q54, Q55, QM12, QM15, QM42",825,8:30am,3:20pm,91-30 Metropolitan Avenue,Forest Hills,11375,NY,QUEENS   ,40.708431,-73.855543,6,29,645,4447233,4038860800,Forest Hills                                                               
28Q284,York Early College Academy,Q,"108-35 167th Street, Jamaica NY 11433(40.69691, -73.786403)",718-262-8547,718-558-4257,28Q284@schools.nyc.gov,yorkearlycollegeacademy.com,N/A,"Q111, Q112, Q113, Q114, Q4, Q42, Q5, Q60, Q83, Q84, Q85, X64",620,8am,2:20pm,108-35 167th Street,Jamaica,11433,NY,QUEENS   ,40.69691,-73.786403,12,27,258,4216655,4101780001,South Jamaica                                                              
05M692,"High School for Mathematics, Science and Engineering at City College (HSMSE)",M,"240 Convent Ave, Manhattan NY 10031(40.820208, -73.950354)",212-281-6490,212-281-6918,info@hsmse.org,hsmse.org,"1 to 137th St-City College; A, D to 145th St; B, C to 135th St","Bx19, Bx33, M10, M100, M101, M11, M2, M3, M4, M5",463,8am,3:35pm,240 Convent Ave,Manhattan,10031,NY,MANHATTAN,40.820208,-73.950354,9,9,21703,1084085,1019570200,Manhattanville                                                             
13K265,Dr. Susan S. McKinney Secondary School of the Arts,K,"101 Park Avenue, Brooklyn NY 11205(40.697177, -73.976104)",718-834-6760,718-243-0815,13K265@schools.nyc.gov,mckinneyssa.com,"B, Q, R to DeKalb Ave","B38, B54, B57, B62, B67, B69",401,8am,2:20pm,101 Park Avenue,Brooklyn,11205,NY,BROOKLYN ,40.697177,-73.976104,2,35,211,3057942,3020280001,Fort Greene                                                                
21K620,William E. Grady Career and Technical Education High School,K,"25 Brighton 4th Road, Brooklyn NY 11235(40.583263, -73.963764)",718-332-5000,718-332-2544,tmontalbano@schools.nyc.gov,gradyhs.com,"B, Q to Brighton Beach","B1, B36, B4, B49, B68, BM3",539,8am,2:30pm,25 Brighton 4th Road,Brooklyn,11235,NY,BROOKLYN ,40.583263,-73.963764,13,48,366,3196378,3072610201,Brighton Beach                                                             
14K685,El Puente Academy for Peace and Justice,K,"250 Hooper Street, Brooklyn NY 11211(40.70554, -73.955741)",718-387-1125,718-387-4229,Wvazque3@schools.nyc.gov,elpuente.us,"G to Broadway; J, M to Hewes St; Z to Marcy Ave","B24, B32, B39, B44, B44-SBS, B46, B48, B57, B60, B62, Q54, Q59",242,9am,3:30pm,250 Hooper Street,Brooklyn,11211,NY,BROOKLYN ,40.70554,-73.955741,1,33,529,3379706,3022070002,Williamsburg                                                               
14K488,Brooklyn Preparatory High School,K,"257 North 6th Street, Brooklyn NY 11211(40.715561, -73.954815)",718-486-2550,718-486-2505,admin@brooklynprephs.org,brooklynprephs.org,"G to Metropolitan Ave-Lorimer St; J, M, Z to Marcy Ave; L to Bedford Ave","B24, B32, B39, B44, B44-SBS, B46, B48, B60, B62, Q54, Q59",526,8:20am,2:40pm,257 North 6th Street,Brooklyn,11211,NY,BROOKLYN ,40.715561,-73.954815,1,33,519,3062135,3023300011,North Side-South Side                                                      
02M282,Urban Assembly Maker Academy,M,"411 Pearl Street, Manhattan NY 10038(40.711441, -74.000851)",212-225-0890,212-225-0991,info@uamaker.nyc,uamaker.nyc,"1 to Chambers St; 2, 3, A, C to Fulton St-Broadway-Nassau; 4, 5, 6, J, Z to Brooklyn Bridge-City Hall; E to Park Place; N, Q to Canal St; R to City Hall","BM1, BM2, BM3, BM4, BxM18, M103, M15, M15-SBS, M22, M5, M9, QM11, QM25, QM7, QM8, X1, X10, X10B, X11, X12, X14, X15, X17, X17A, X19, X2, X27, X28, X3, X4, X42, X5, X8",290,9am,3:20pm,411 Pearl Street,Manhattan,10038,NY,MANHATTAN,40.711441,-74.000851,1,1,29,1001388,1001130100,Chinatown                                                                  
06M468,High School for Health Careers and Sciences,M,"549 Audubon Avenue, Manhattan NY 10040(40.856532, -73.92606)",212-927-1841,212-927-6129,Jtrejo@schools.nyc.gov,schools.nyc.gov/SchoolPortals/06/M468,1 to 191st St; A to 190th St,"Bx18, Bx40, Bx42, Bx7, M100, M101, M3, M4, M98",460,8am,3:45pm,549 Audubon Avenue,Manhattan,10040,NY,MANHATTAN,40.85653,-73.92606,12,10,277,1076751,1021600018,Washington Heights North                                                   
02M400,High School for Environmental Studies,M,"444 West 56th Street, Manhattan NY 10019(40.767848, -73.98861)",212-262-8113,212-262-0702,ANajmi@schools.nyc.gov,envirostudies.org,"1, 2, A, B, C, D to 59th St-Columbus Circle; E to 50th St; N, Q, R to 57th St","BxM2, M10, M104, M11, M12, M20, M31, M5, M50, M57, M66, M7, X1, X12, X14, X30, X42, X7, X9",1227,7:30am,2:45pm,444 West 56th Street,Manhattan,10019,NY,MANHATTAN,40.76784,-73.98861,4,3,139,1026841,1010650001,Clinton                                                                    
18K569,Kurt Hahn Expeditionary Learning School,K,"5800 Tilden Avenue, Brooklyn NY 11203(40.647728, -73.922212)",718-629-1204,718-629-1076,ewaterman@kurthahnschool.org,kurthahnschool.org,N/A,"B17, B35, B46, B46-SBS, B47, B7, B8",382,8:30am,3:30pm,5800 Tilden Avenue,Brooklyn,11203,NY,BROOKLYN ,40.647728,-73.922212,17,45,936,3104598,3047420001,Rugby-Remsen Village                                                       
18K563,It Takes a Village Academy,K,"5800 Tilden Avenue, Brooklyn NY 11203(40.647728, -73.922212)",718-629-2307,718-629-6162,mvinits@schools.nyc.gov,schools.nyc.gov/SchoolPortals/18/K563,N/A,"B17, B35, B46, B46-SBS, B47, B7, B8",733,8:15am,4:15pm,5800 Tilden Avenue,Brooklyn,11203,NY,BROOKLYN ,40.647728,-73.922212,17,45,936,3104598,3047420001,Rugby-Remsen Village                                                       
22K535,Leon M. Goldstein High School for the Sciences,K,"1830 Shore Boulevard, Brooklyn NY 11235(40.578356, -73.934449)",718-368-8500,718-368-8555,SHughes8@schools.nyc.gov,lmghs.org,N/A,"B1, B49",1029,8:12am,3:05pm,1830 Shore Boulevard,Brooklyn,11235,NY,BROOKLYN ,40.578356,-73.934449,15,48,616,3326938,3087600060,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
17K543,"Science, Technology and Research Early College High School at Erasmus (STAR)",K,"911 Flatbush Avenue, Brooklyn NY 11226(40.649602, -73.957173)",718-564-2540,718-564-2541,sgoulborne@starec.org,starearlycollege.org,"2, 5, B, Q to Church Ave","B103, B12, B16, B35, B41, B44, B44-SBS, B49, BM1, BM2, BM3, BM4",559,8am,2:45pm,911 Flatbush Avenue,Brooklyn,11226,NY,BROOKLYN ,40.649602,-73.957173,14,40,794,3336215,3051030010,Erasmus                                                                    
19K504,High School for Civil Rights,K,"400 Pennsylvania Avenue, Brooklyn NY 11207(40.666868, -73.895122)",718-922-6289,718-922-7253,msteele2@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k504,3 to Pennsylvania Ave; C to Van Siclen Ave; L to Livonia Ave,"B14, B15, B20, B83",284,8am,3:15pm,400 Pennsylvania Avenue,Brooklyn,11207,NY,BROOKLYN ,40.666868,-73.895122,5,42,1156,3084440,3037880001,East New York (Pennsylvania Ave)                                           
09X297,Morris Academy for Collaborative Studies,X,"1110 Boston Road, Bronx NY 10456(40.827455, -73.90392)",718-617-5312,718-893-7368,info@macsx297.org,macsx297.org,"2, 5 to Intervale Ave","Bx13, Bx15, Bx17, Bx21, Bx35, Bx4, Bx41, Bx41-SBS, Bx4A, Bx6",394,8:46am,3:06pm,1110 Boston Road,Bronx,10456,NY,BRONX    ,40.82745,-73.90392,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
04M680,"Heritage School, The",M,"1680 Lexington Avenue, Manhattan NY 10029(40.791966, -73.946879)",212-828-2858,212-828-2861,ARodriguez21@schools.nyc.gov,schools.nyc.gov/SchoolPortals/04/M680,6 to 103rd St,"BxM1, BxM11, BxM2, BxM3, BxM4, M1, M101, M102, M103, M106, M15, M15-SBS, M2, M3, M4, M96, M98",321,8:30am,3:05pm,1680 Lexington Avenue,Manhattan,10029,NY,MANHATTAN,40.791966,-73.946879,11,8,172,1051991,1016330013,East Harlem South                                                          
14K454,"Williamsburg High School of Arts and Technology, The",K,"223 Graham Avenue, Brooklyn NY 11206(40.709765, -73.944463)",718-599-1207,718-387-7945,wburgarttech@gmail.com,whsat.org,"G to Metropolitan Ave-Lorimer St; J, M to Lorimer St; L to Grand St","B24, B43, B46, B48, B60, Q54, Q59, S54, S57, S61, X10, X10B, X11",244,8am,3:30pm,223 Graham Avenue,Brooklyn,11206,NY,BROOKLYN ,40.709765,-73.944463,1,34,505,3070825,3030250001,East Williamsburg                                                          
10X439,Bronx High School for Law and Community Service,X,"500 East Fordham Road, Bronx NY 10458(40.859466, -73.888625)",718-733-5274,718-295-3631,nelly.lopez-alvear@bronxlawhs.org,schools.nyc.gov/SchoolPortals/10/X439,"B, D to Fordham Rd","Bx1, Bx12, Bx12-SBS, Bx15, Bx17, Bx19, Bx2, Bx22, Bx28, Bx34, Bx38, Bx41, Bx41-SBS, Bx9, BxM4",423,8:15am,3:35pm,500 East Fordham Road,Bronx,10458,NY,BRONX    ,40.859466,-73.888625,6,15,387,2011810,2030590001,Belmont                                                                    
19K507,Performing Arts and Technology High School,K,"400 Pennsylvania Avenue, Brooklyn NY 11207(40.666868, -73.895122)",718-922-0762,718-922-0953,ncirino@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k507,3 to Pennsylvania Ave; C to Van Siclen Ave; L to Livonia Ave,"B14, B15, B20, B83",466,8:05am,3:05pm,400 Pennsylvania Avenue,Brooklyn,11207,NY,BROOKLYN ,40.666868,-73.895122,5,42,1156,3084440,3037880001,East New York (Pennsylvania Ave)                                           
